Artist,Track,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Has_youtube,Artist_LOO_stream,Likes_rate,Comments_rate,Mood_quadrant,Party_index,Key_factor,Licensed_video_combo
Aaliyah,Miss You,album,0.678,0.338,-9.899,0.0319,0.655,0,0.215,0.502,109.888,245227,1089527,12627717,TRUE,60997504,0.024622611463506642,4.6992869382768854e-4,Calm/Relaxing,0.22916400000000003,10,Unlicensed_unofficial
Metro Boomin,Glock In My Lap,album,0.847,0.733,-6.439,0.16,0.00574,1.04e-5,0.151,0.202,130.029,193591,24886938,182739405,TRUE,347344603,0.019592165175161363,3.8751251761064376e-4,Anger/Unpleasant,0.6208509999999999,10,Unlicensed_official
Danna Paola,XT4S1S,single,0.797,0.677,-4.163,0.0857,0.101,0,0.441,0.919,130.034,219320,24340483,84155671,TRUE,131251688,0.013730664260031323,9.674006879814176e-4,Happy/Energetic,0.5395690000000001,9,Licensed_official
Los Huracanes del Norte,La Hielera,album,0.89,0.65,-5.655,0.0466,0.459,1.37e-6,0.287,0.963,109.839,161672,2715977,7837385,TRUE,26503271,0.0042986372859563984,2.7614372286657804e-5,Happy/Energetic,0.5785,1,Licensed_official
deadmau5,Ghosts 'n' Stuff (feat. Rob Swire),album,0.611,0.613,-6.942,0.129,4.73e-5,0.105,0.159,0.491,127.979,328747,63166279,93110684,TRUE,8950519,0.006793893938251452,5.114279408479958e-4,Anger/Unpleasant,0.37454299999999996,8,Licensed_official
Ray Charles,Fever,album,0.671,0.417,-10.209,0.21,0.402,0,0.12,0.331,133.557,210854,24930,10960674,TRUE,64876951,0.019253910950661854,4.0112314480545525e-4,Sad/Melancholic,0.27980700000000003,11,Licensed_official
Seether,Same Damn Life,album,0.595,0.949,-4.327,0.0476,3.25e-4,4.24e-5,0.306,0.772,117.97,199707,33357817,40155815,TRUE,106645404,0.005477037061507952,1.5078924379254195e-4,Happy/Energetic,0.5646549999999999,5,Licensed_official
White Noise for Babies,Cricket Sound 4 - Loopable With No Fade,album,0.461,0.00325,-46.251,0.0639,0.915,0.862,0.0594,0.0728,111.653,71000,4283,9390850,TRUE,32027753,0.002801774457156199,0,Sad/Melancholic,0.00149825,10,Licensed_official
Tove Lo,Talking Body,album,0.736,0.761,-5.449,0.0338,0.0966,0,0.0823,0.114,119.999,238427,183396632,528695234,TRUE,90740634.5,0.007125130847550134,1.2544396126096797e-4,Anger/Unpleasant,0.560096,4,Licensed_official
The Kid LAROI,WITHOUT YOU (with Miley Cyrus),single,0.655,0.469,-6.257,0.0292,0.173,0,0.0956,0.467,92.56,161385,19365863,192678635,TRUE,273960039,0.021283069078821843,7.854542810718015e-4,Sad/Melancholic,0.307195,0,Licensed_official
Jorja Smith,Don't Watch Me Cry,album,0.559,0.157,-10.132,0.0414,0.887,0,0.107,0.348,130.877,190430,8465146,92858966,TRUE,182247293,0.018771560466883854,2.815072533893686e-4,Sad/Melancholic,0.08776300000000001,1,Licensed_official
Logic,Gang Related,album,0.597,0.856,-7.089,0.0431,0.209,0.0159,0.278,0.771,131.95,167320,34431603,137844762,TRUE,253470030.5,0.008336207872749926,3.1180656909874337e-4,Happy/Energetic,0.5110319999999999,10,Unlicensed_unofficial
Los Enanitos Verdes,Tu Carcel - En Vivo,album,0.639,0.745,-5.455,0.0291,0.153,4.33e-6,0.914,0.582,117.454,242413,48359522,109889647,TRUE,66214013,0.00451236883606914,9.596869050938924e-5,Happy/Energetic,0.476055,2,Licensed_official
Justine Skye,Collide (feat. Tyga),single,0.418,0.31,-9.869,0.0625,0.095,0,0.216,0.131,139.614,260170,10115756,140930892,TRUE,13408455,0.020192559013878942,3.901833931146619e-4,Sad/Melancholic,0.12958,11,Unlicensed_official
RM,Hectic (with Colde),album,0.695,0.735,-6.352,0.0473,0.0189,7.8e-5,0.213,0.366,109.999,226190,1910843,14595178,TRUE,16780201,0.15988022040533942,0.004637743655548886,Anger/Unpleasant,0.510825,1,Licensed_official
Yo Gotti,Doin 2 Much,album,0.834,0.62,-6.01,0.264,0.0821,0,0.0981,0.549,130.042,204557,61552528,38402772,TRUE,64356166,0.006596219736092724,4.3231368173862816e-5,Happy/Energetic,0.51708,8,Unlicensed_unofficial
Jory Boy,More,compilation,0.687,0.778,-6.623,0.101,0.209,0,0.117,0.865,172.047,240733,394878941,164453482,TRUE,10561460,0.003121169229432268,1.033050785050601e-4,Happy/Energetic,0.534486,1,Licensed_official
Emis Killa,Mon Fre - feat. Emis Killa,single,0.841,0.821,-3.802,0.234,0.0791,0,0.172,0.545,106.003,224151,32039967,62759485,TRUE,23889910,0.009181251653598769,1.795257779135665e-4,Happy/Energetic,0.6904609999999999,6,Unlicensed_unofficial
The Notorious B.I.G.,Big Poppa - 2005 Remaster,album,0.78,0.575,-7.247,0.273,0.43,0,0.143,0.773,84.492,252747,401940354,720731532,TRUE,168976989.5,0.008412857694801155,0.00018869217595404717,Happy/Energetic,0.44849999999999995,9,Licensed_official
Cristian Castro,Por Amarte Así,album,0.61,0.637,-5.881,0.027,0.61,0,0.0952,0.322,128.863,272200,12459516,165334962,TRUE,67419065,0.0028453753741317076,1.1059819659126406e-4,Anger/Unpleasant,0.38856999999999997,1,Unlicensed_unofficial
YG,"Go Loko (feat. Tyga, Jon Z)",album,0.88,0.67,-5.177,0.0468,0.325,4.17e-6,0.0662,0.131,101.008,299227,229045146,338094045,TRUE,200179684,0.011035016651258786,3.42613678440494e-4,Anger/Unpleasant,0.5896,2,Licensed_official
Jota Quest,O Que Eu Também Não Entendo,album,0.696,0.634,-8.015,0.0314,0.249,6.65e-6,0.119,0.436,114.035,224000,12212306,25997109,TRUE,33244595.5,0.006664588980983608,1.683547726367158e-4,Anger/Unpleasant,0.441264,0,Licensed_official
Rise Against,Savior,album,0.554,0.932,-3.424,0.0485,0.00154,1.42e-4,0.425,0.478,112.49,242280,174783942,538725200,TRUE,95308958,0.005023762423209336,2.0358277535587337e-4,Anger/Unpleasant,0.5163280000000001,5,Licensed_official
Slipknot,Unsainted,album,0.427,0.946,-2.188,0.0469,1.18e-4,0.0253,0.0604,0.237,101.305,260773,131946894,228741006,TRUE,265277606,0.012387271503336789,6.455248579023012e-4,Anger/Unpleasant,0.40394199999999997,7,Licensed_official
Lenny Kravitz,Low,album,0.803,0.682,-3.459,0.037,0.0516,2.23e-4,0.0456,0.926,106.431,318987,120496460,25303350,TRUE,85670299.5,0.0047861323062934795,1.2165502621404812e-4,Happy/Energetic,0.5476460000000001,8,Licensed_official
Lil Baby,Yes Indeed,album,0.963,0.346,-9.309,0.53,0.0355,0,0.108,0.562,119.957,142273,1224088,844932746,TRUE,374898813,0.018403088666827876,3.692544980426244e-4,Calm/Relaxing,0.33319799999999994,5,Unlicensed_unofficial
White Noise Baby Sleep,Clean White Noise - Loopable with no fade,album,0,0.00342,-28.46,0,0.791,1,0.111,0,0,90228,1492,956435715,TRUE,28532846.5,0.012064343163538873,0,Sad/Melancholic,0,8,Licensed_official
Rocío Dúrcal,La Gata Bajo la Lluvia,album,0.499,0.652,-5.784,0.0341,0.73,0,0.643,0.484,88.321,214893,3572594,145145018,TRUE,66125336.5,0.009407730069523713,2.3680272653427733e-4,Anger/Unpleasant,0.325348,7,Unlicensed_official
AURORA,Stjernestøv,single,0.38,0.346,-10.632,0.0557,0.122,0.00126,0.0932,0.0754,72.399,198045,498,14567286,TRUE,68441278.5,0.0963855421686747,-0.0010418304127769585,Sad/Melancholic,0.13147999999999999,6,Unlicensed_unofficial
Hugh Jackman,The Confrontation,album,0.461,0.532,-10.929,0.156,0.755,0,0.22,0.396,85.544,114987,947808,14803989,TRUE,265866616,0.01010753232722239,3.300063121165007e-4,Anger/Unpleasant,0.24525200000000003,5,Unlicensed_unofficial
Black Eyed Peas,SIMPLY THE BEST,album,0.872,0.789,-6.047,0.132,0.203,2.39e-5,0.125,0.646,126.042,236190,43226385,18501860,TRUE,473026719.5,0.0056199934368788874,8.879067726806209e-4,Happy/Energetic,0.6880080000000001,1,Licensed_official
Polo G,Chosen 1,album,0.77,0.576,-11.845,0.339,0.138,0,0.08,0.364,166.162,127200,47666333,190323846,TRUE,382193690,0.008085098553731834,1.482597790771948e-4,Anger/Unpleasant,0.44351999999999997,8,Licensed_official
Lionel Richie,Do It To Me,compilation,0.686,0.536,-9.908,0.0274,0.161,4.97e-5,0.063,0.558,91.503,363333,2039685,36855434,TRUE,131425933,0.009064144708619224,4.927231410732539e-4,Happy/Energetic,0.3676960000000001,0,Licensed_official
Slipknot,"Vermilion, Pt. 2",album,0.589,0.442,-8.517,0.0291,0.334,4.24e-4,0.0987,0.0904,122.688,224320,72085231,120556550,TRUE,265277606,0.007367112411694984,2.5214596315852825e-4,Sad/Melancholic,0.260338,4,Licensed_official
Meryl Streep,Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack,album,0.551,0.951,-3.395,0.0717,0.0242,2.91e-6,0.156,0.509,99.992,244227,8981606,112734514,TRUE,69148351,0.006154244574967996,3.5851049355761095e-5,Happy/Energetic,0.524001,9,Licensed_official
Jon Pardi,Heartache On The Dance Floor,album,0.596,0.834,-4.308,0.0474,0.0563,0,0.0866,0.618,116,205200,56618714,287164333,TRUE,124561776,0.0032808940167733235,6.324763928760374e-5,Happy/Energetic,0.49706399999999995,9,Licensed_official
AJR,World's Smallest Violin,album,0.68,0.696,-6.977,0.051,0.116,0,0.607,0.684,115.962,180743,123292016,200500645,TRUE,109150426,0.022615681781048984,5.790155949757525e-4,Happy/Energetic,0.47328,5,Unlicensed_official
James Horner,Hymn to the Sea,album,0.161,0.085,-22.069,0.0415,0.798,0.446,0.0941,0.0392,109.161,385720,124822,29936883,TRUE,41883037,0.02316098123728189,4.6466167822979926e-4,Sad/Melancholic,0.013685000000000001,4,Licensed_official
Prezioso,Three Little Birds,single,0.478,0.787,-5.196,0.113,0.00508,0.00244,0.0522,0.383,103.563,156630,642863,3836397,TRUE,32676306.5,0.009664578611617094,1.4777643137029196e-4,Anger/Unpleasant,0.376186,9,Licensed_official
Ricky Montgomery,Mr Loverman - sped up,album,0.546,0.695,-4.82,0.027,0.136,3.28e-5,0.385,0.685,161.221,175261,13993,682569,TRUE,39972258,0.062031015507753876,0.0034302865718573573,Happy/Energetic,0.37947,4,Licensed_official
A.R. Rahman,Ennodu Nee Irundhaal,album,0.261,0.603,-6.733,0.0367,0.558,0,0.184,0.207,158.125,352711,65094477,37409758,TRUE,58641872,0.00641333979839795,1.6947674377966045e-4,Anger/Unpleasant,0.157383,0,Licensed_official
The Wombats,Greek Tragedy - Oliver Nelson TikTok Remix,single,0.736,0.764,-6.736,0.0482,0.222,0.00154,0.192,0.404,112.033,306429,5836624,75232844,TRUE,90745785,0.016019020584502275,2.2992743750496864e-4,Anger/Unpleasant,0.562304,8,Unlicensed_official
Tears For Fears,Advice For The Young At Heart,album,0.665,0.787,-8.393,0.0328,0.0736,1.32e-4,0.143,0.358,122.478,290640,18900738,31093441,TRUE,108212130,0.006135104354126278,3.419972278331142e-4,Anger/Unpleasant,0.523355,5,Licensed_official
Maroon 5,This Love,album,0.712,0.862,-4.612,0.0378,0.0525,0,0.093,0.809,95.051,206200,272204297,758864691,TRUE,1151909237,0.005957286559660739,1.509381022004954e-4,Happy/Energetic,0.613744,5,Licensed_official
Ricardo Montaner,El Ultimo Adiós - Varios Artistas Version,single,0.276,0.572,-7.818,0.0377,0.641,0,0.2,0.285,77.986,237467,129107,169769959,TRUE,83155618.5,0.007536384549249847,8.287699350151425e-4,Anger/Unpleasant,0.157872,1,Unlicensed_unofficial
Mayday,因為你 所以我,single,0.47,0.685,-6.896,0.0363,0.188,0,0.112,0.488,152.103,281800,16231355,13678592,TRUE,11913265,0.004809148712476561,1.612927571358029e-4,Anger/Unpleasant,0.32195,11,Licensed_official
Skepta,Energy (Stay Far Away),single,0.836,0.614,-4.543,0.311,0.345,9.86e-5,0.088,0.603,101.97,199521,61183441,101173887,TRUE,93087424,0.005778900209290288,1.2599814384418162e-4,Happy/Energetic,0.513304,8,Licensed_official
The Living Tombstone,My Ordinary Life,single,0.648,0.827,-4.78,0.042,0.00533,0.338,0.217,0.598,176.005,230895,167304474,329783363,TRUE,52623998.5,0.01664634503438324,4.940573197104102e-4,Happy/Energetic,0.535896,9,Licensed_official
Himesh Reshammiya,Jhalak Dikhla Ja,album,0.688,0.737,-10.051,0.0443,0.015,2.5e-4,0.0599,0.635,110.969,317560,243322920,13762657,TRUE,11644421,0.00462826107791243,1.742992398743201e-4,Happy/Energetic,0.507056,2,Licensed_official
Cassie,The Boys,album,0.835,0.806,-5.73,0.0504,0.0437,8.07e-4,0.142,0.392,108.974,248933,207444780,36562887,TRUE,12819373.25,0.005537671278110734,3.7180496901392264e-4,Anger/Unpleasant,0.67301,1,Licensed_official
Blxst,Overrated,album,0.842,0.545,-5.993,0.172,0.625,0.00164,0.103,0.466,97.897,146939,7494807,52044442,TRUE,22206391,0.015153959268063875,2.4763813130878487e-4,Anger/Unpleasant,0.45889,1,Licensed_official
d4vd,Dirty Secrets,single,0.416,0.813,-9.742,0.0351,0.00342,0.416,0.482,0.842,175.007,155317,891443,6560785,TRUE,4051032,0.061181702026938345,0.0018026951807350554,Happy/Energetic,0.33820799999999995,11,Licensed_official
Rascal Flatts,Back To Life,single,0.467,0.701,-4.997,0.0302,0.191,0,0.0769,0.28,132.041,214219,6472940,73574277,TRUE,80605255,0.007347047863876384,1.140131068726112e-4,Anger/Unpleasant,0.327367,4,Licensed_official
Sam Feldt,Follow Me,single,0.673,0.729,-4.879,0.0496,0.083,0,0.1,0.675,122.023,169672,3966598,82813284,TRUE,74819979.5,0.013687043658066686,1.8958311379171775e-4,Happy/Energetic,0.490617,6,Licensed_official
Kenshi Yonezu,感電,album,0.633,0.723,-5.733,0.143,0.107,0,0.0818,0.688,103.101,264533,200226753,96587127,TRUE,37940178,0.005127466657764759,5.220131597499361e-4,Happy/Energetic,0.457659,8,Licensed_official
Quavo,Champions,single,0.692,0.774,-2.48,0.0876,0.0623,0,0.873,0.349,134.952,334253,560693,268738307,TRUE,90658191.5,0.014323346287540598,5.100830579300972e-4,Anger/Unpleasant,0.535608,6,Unlicensed_unofficial
Jadakiss,New York (feat. A Boogie Wit Da Hoodie & Jadakiss),album,0.465,0.546,-8.749,0.295,0.077,0,0.314,0.186,97.886,235200,5398591,4421606,TRUE,7908815,0.014427468204203653,6.168276129827208e-4,Anger/Unpleasant,0.25389000000000006,5,Licensed_official
Misfits,Helena,album,0.275,0.872,-6.108,0.142,2.04e-4,0.00509,0.0895,0.412,147.014,199944,6766139,26756287,TRUE,35687420,0.007967173006643818,3.343117840174433e-4,Anger/Unpleasant,0.2398,10,Unlicensed_unofficial
Tulsi Kumar,"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)",compilation,0.521,0.837,-4.501,0.0794,0.0593,1.28e-5,0.157,0.48,106.001,4581483,8053059,23128326,TRUE,64467110,0.007749974264437898,1.5608975421637915e-4,Anger/Unpleasant,0.436077,7,Licensed_official
Sertab Erener,Bu Böyle,album,0.711,0.886,-1.961,0.0288,0.0831,0,0.175,0.902,129.989,288627,25932601,12101173,TRUE,13466088,0.0040072339832013,1.0195660666664327e-4,Happy/Energetic,0.629946,6,Licensed_official
Christina Aguilera,Feel This Moment (feat. Christina Aguilera),album,0.673,0.758,-3.632,0.158,0.039,0,0.341,0.542,135.956,229507,704875765,481224452,TRUE,271955400,0.0042558535120015084,1.605985134132112e-4,Happy/Energetic,0.5101340000000001,7,Licensed_official
Tz da Coronel,Met Gala!,album,0.916,0.53,-8.869,0.142,0.128,9.44e-6,0.116,0.429,119.95,170000,5205251,16756505,TRUE,18739361,0.007939290535653324,4.360980863362785e-5,Anger/Unpleasant,0.48548,1,Licensed_official
De La Ghetto,La Máquina,album,0.799,0.775,-5.869,0.077,0.0308,0.00526,0.309,0.605,95.027,296907,20864328,24745466,TRUE,154545282,0.020134509005034815,0.0013188538830486178,Happy/Energetic,0.619225,11,Licensed_official
Joan Jett & the Blackhearts,Bad Karma (feat. Joan Jett),album,0.82,0.568,-6.963,0.0538,0.0301,0.0092,0.169,0.478,113.941,188200,98701312,33587742,TRUE,13412441,0.007341938879191393,2.061472090664813e-4,Anger/Unpleasant,0.46575999999999995,4,Licensed_official
Kansas,The Wall,album,0.151,0.664,-5.913,0.0334,0.0664,9.09e-6,0.115,0.196,171.207,287933,1359219,5098177,TRUE,8416279,0.005709160922559205,7.857453434656225e-4,Anger/Unpleasant,0.100264,11,Unlicensed_unofficial
Maiara & Maraisa,A Culpa É Nossa - Ao Vivo,single,0.596,0.85,-4.528,0.0523,0.608,0,0.41,0.531,138.057,165000,27857282,26819970,TRUE,122664059,0.005017215965290512,1.334660000211076e-4,Happy/Energetic,0.5065999999999999,11,Licensed_official
La Oreja de Van Gogh,20 de Enero,album,0.593,0.888,-4.259,0.0339,0.41,4.98e-4,0.162,0.626,145.049,222853,63424147,39960486,TRUE,81826012,0.0028608977587037945,1.255988511757202e-4,Happy/Energetic,0.5265839999999999,0,Licensed_official
French Montana,Tip Toe (feat. French Montana),single,0.845,0.709,-4.547,0.0714,0.0233,0,0.094,0.62,98.062,187521,195877419,346367209,TRUE,279300575.5,0.006721004425732197,1.2185682311854436e-4,Happy/Energetic,0.599105,10,Licensed_official
Rick Astley,Cry for Help - Single Edit,album,0.564,0.627,-6.933,0.022,0.526,0,0.0891,0.462,89.976,245640,28938123,24339313,TRUE,10231765,0.007697147461844709,4.774324858595701e-4,Anger/Unpleasant,0.35362799999999994,0,Licensed_official
Lisa Gerrard,"Elysium - From ""Gladiator"" Soundtrack",album,0.12,0.0735,-25.284,0.0436,0.709,0.765,0.137,0.0378,87.657,161493,451292,60818075,TRUE,13263138,0.010724763567712257,3.3237903618942943e-4,Sad/Melancholic,0.00882,9,Unlicensed_unofficial
C. Tangana,Nunca Estoy,album,0.913,0.369,-5.299,0.12,0.476,0.00609,0.309,0.436,135.019,162493,32696900,109537933,TRUE,109327732.5,0.009166801745731246,1.5805779752820604e-4,Sad/Melancholic,0.336897,2,Licensed_official
Yann Tiersen,Le Matin,album,0.529,0.0481,-27.086,0.0596,0.992,0.907,0.105,0.194,60.994,118560,132687,7470160,TRUE,32639780.5,0.01113145975114367,4.521920007235072e-5,Sad/Melancholic,0.0254449,3,Licensed_official
Gigi D'Agostino,In My Mind,single,0.694,0.77,-5.335,0.149,0.176,1.1e-5,0.118,0.163,125.905,184560,21056185,1232909090,TRUE,65610127,0.01614936418919192,4.3360181343391504e-4,Anger/Unpleasant,0.53438,6,Unlicensed_unofficial
Zara Larsson,Never Forget You,album,0.583,0.732,-5.728,0.0457,0.00312,9.86e-6,0.269,0.276,145.992,213428,519338846,877421698,TRUE,286535337,0.007232077917776249,1.9336893585657176e-4,Anger/Unpleasant,0.42675599999999997,11,Licensed_official
Chalino Sanchez,El Crimen De Culiacán,album,0.728,0.618,-7.197,0.0368,0.708,4.92e-4,0.0715,0.91,97.278,190497,23246957,50782267,TRUE,41792573,0.005044617237430258,9.416286183176577e-5,Happy/Energetic,0.44990399999999997,7,Unlicensed_unofficial
Drake,Knife Talk (with 21 Savage ft. Project Pat),album,0.849,0.424,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,242966,74246156,501420741,TRUE,311694937,0.010728636240777233,3.534459076911672e-4,Sad/Melancholic,0.35997599999999996,5,Licensed_official
Alan Jackson,Good Time,album,0.652,0.767,-10.445,0.0372,0.0355,6.92e-6,0.397,0.73,132.017,306773,5590,75137770,TRUE,105480036,0.017889087656529516,0.0012522361359570662,Happy/Energetic,0.500084,9,Unlicensed_unofficial
Emis Killa,Parole di ghiaccio,album,0.417,0.879,-4.43,0.243,0.214,0,0.0811,0.704,87.437,231656,56663753,30907432,TRUE,23889910,0.00619141834816342,4.253865782592974e-4,Happy/Energetic,0.366543,0,Licensed_official
Davido,Hayya Hayya (Better Together) - Music from the FIFA World Cup Qatar 2022 Official Soundtrack,single,0.733,0.829,-3.302,0.0375,0.401,0,0.403,0.623,128.938,206070,91900277,23117681,TRUE,15451065.5,0.018049216543710743,9.513464252126248e-4,Happy/Energetic,0.607657,2,Licensed_official
Supertramp,School,album,0.366,0.468,-14.514,0.0826,0.537,0.0283,0.0664,0.0506,90.281,335286,408550,75028394,TRUE,123720230,0.011624036225676171,4.6261167543752295e-4,Sad/Melancholic,0.171288,4,Unlicensed_unofficial
Selena,Baila Esta Cumbia,compilation,0.711,0.803,-4.58,0.124,0.52,8.37e-6,0.0987,0.787,182.92,161907,29790852,75782936,TRUE,130963672,0.005604237166496615,1.8780933153573454e-4,Happy/Energetic,0.570933,0,Licensed_official
Kenny G,Sentimental,album,0.423,0.269,-14.857,0.0292,0.0348,0.0626,0.101,0.134,139.829,395040,15609999,10934323,TRUE,17453665,0.0036991674374867033,1.726457509702595e-4,Sad/Melancholic,0.113787,8,Licensed_official
Van Morrison,Moondance - 2013 Remaster,album,0.606,0.282,-12.207,0.0339,0.501,8.3e-6,0.152,0.563,67.409,274040,4925805,170421395,TRUE,95617335,0.01407769897509138,6.02947132499155e-5,Calm/Relaxing,0.170892,9,Licensed_official
Pradeep Kumar,Journey,single,0.645,0.55,-8.005,0.0659,0.19,1.61e-5,0.099,0.382,89.967,366515,964062,1412523,TRUE,9027187,0.04144235536718593,0.0011036634573295078,Anger/Unpleasant,0.35475000000000007,11,Licensed_official
Kelly Clarkson,Underneath the Tree,album,0.509,0.812,-5.439,0.0537,0.00128,1.99e-5,0.214,0.689,159.878,229640,44715349,483067294,TRUE,159929795,0.003922903520220763,1.6748164036469893e-4,Happy/Energetic,0.413308,8,Licensed_official
Lionel Richie,Dancing On The Ceiling,album,0.698,0.774,-8.642,0.048,0.12,2.26e-6,0.394,0.731,133.197,270720,16844749,131425933,TRUE,41831518,0.005540124106331297,2.394811581935712e-4,Happy/Energetic,0.540252,0,Licensed_official
Raí Saia Rodada,Foi Amor,single,0.632,0.875,-2.23,0.0301,0.621,8.93e-5,0.576,0.958,143.963,178438,173381,8231856,TRUE,10817532,0.011339189415218507,1.2688818267284188e-4,Happy/Energetic,0.553,8,Unlicensed_unofficial
CRO,so schön,album,0.673,0.664,-6.838,0.033,0.41,5.45e-5,0.173,0.649,125.037,223800,273662,6010650,TRUE,74694730.5,0.014137878112416047,1.023159956442619e-4,Happy/Energetic,0.44687200000000005,0,Licensed_official
LIT killah,MAN$ION,album,0.853,0.729,-4.308,0.081,0.0897,0,0.058,0.674,124.04,160409,5156628,7776835,TRUE,77664966.5,0.03468177266229016,0.0010974225792514023,Happy/Energetic,0.621837,4,Licensed_official
Queens of the Stone Age,If Only,album,0.597,0.892,-4.484,0.0297,0.0716,0.195,0.0797,0.939,126.066,202680,94445,18872380,TRUE,77704660.5,0.02526338080364233,0.0011011699931176876,Happy/Energetic,0.532524,5,Licensed_official
Barbra Streisand,Guilty (feat. Barry Gibb),album,0.626,0.425,-15.656,0.0356,0.231,0,0.114,0.952,150.875,264333,10399742,89046665,TRUE,45524617.5,0.006404101178663855,2.1125524075501104e-4,Calm/Relaxing,0.26605,0,Licensed_official
Kidz Bop Kids,Kings & Queens,album,0.746,0.793,-4.105,0.0468,0.0138,0,0.0761,0.748,129.972,146233,1435067,13026035,TRUE,9352490,0.0041593876801570935,0,Happy/Energetic,0.591578,6,Unlicensed_official
Soda Stereo,Cuando Pase el Temblor,album,0.643,0.539,-10.142,0.0386,0.123,1.55e-4,0.0542,0.758,94.092,228853,49002041,63782772,TRUE,80772324,0.005799880866186778,1.833801167588101e-4,Happy/Energetic,0.346577,0,Licensed_official
James Arthur,Car's Outside,album,0.338,0.562,-7.181,0.029,0.039,0,0.107,0.259,149.907,248373,7248719,116073330,TRUE,551273001.5,0.021193261871511368,2.1038199990922534e-4,Anger/Unpleasant,0.18995600000000004,9,Licensed_official
I Virtuosi Italiani,Experience,album,0.447,0.449,-10.634,0.0376,0.934,0.961,0.0697,0.036,92.468,315427,55190725,304049897,TRUE,6536407,0.023131767158340463,5.966401057424051e-4,Sad/Melancholic,0.20070300000000002,2,Licensed_official
Ñengo Flow,Cuando Me Dirá,album,0.85,0.839,-8.016,0.484,0.194,0,0.0622,0.227,88.013,149082,178831,44434239,TRUE,85086305.5,0.01571315935156656,1.9012363628230004e-4,Anger/Unpleasant,0.71315,7,Unlicensed_unofficial
George Frideric Handel,Menuet in G Minor (trans. W. Kempff),album,0.445,0.00957,-32.902,0.0473,0.995,0.887,0.107,0.0794,73.056,193000,297227,3530471,TRUE,5661627,0.00908060169500079,3.667230769748374e-4,Sad/Melancholic,0.00425865,7,Unlicensed_unofficial
Frankie Ruiz,Tú Me Vuelves Loco,album,0.786,0.752,-6.481,0.0323,0.384,0,0.0801,0.943,92.077,295160,46646,40193311,TRUE,33769544.5,0.01277708699566951,4.073232431505381e-4,Happy/Energetic,0.591072,7,Unlicensed_unofficial
Estelle,Freak,album,0.836,0.532,-8.886,0.15,0.00364,0,0.0666,0.576,128.045,225013,6217020,7490574,TRUE,5210282,0.0059134440616243795,3.242711138133704e-4,Happy/Energetic,0.444752,6,Licensed_official
Leonard Cohen,The Partisan,album,0.422,0.21,-18.32,0.0375,0.885,0.00273,0.129,0.343,86.872,205853,3890119,23961540,TRUE,56932454,0.005600599878821188,3.082167923397716e-4,Sad/Melancholic,0.08861999999999999,7,Unlicensed_unofficial
WALK THE MOON,Ghostbusters,compilation,0.693,0.887,-3.572,0.0378,0.00905,1.18e-4,0.777,0.656,116.502,224680,645252,26543628,TRUE,69002533,0.016870927947530576,5.300254784177345e-4,Happy/Energetic,0.614691,10,Licensed_official
Daft Punk,"Harder, Better, Faster, Stronger",album,0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,121308880,292668007,TRUE,293417547,0.010961093697345157,5.832549109347972e-4,Happy/Energetic,0.5849719999999999,6,Licensed_official
Kaskade,With You,single,0.362,0.921,-3.815,0.486,0.123,0,0.19,0.529,172.191,180840,6374676,73853037,TRUE,14429396,0.024568778083780256,6.053641000734782e-4,Happy/Energetic,0.33340200000000003,1,Licensed_official
Glee Cast,If I Die Young (Glee Cast Version),album,0.718,0.382,-7.782,0.036,0.831,0,0.0986,0.358,130.835,221773,39610382,60148255,TRUE,61502432.5,0.009465649687498596,7.403614537219056e-4,Sad/Melancholic,0.274276,4,Unlicensed_unofficial
Ella Fitzgerald,Dream A Little Dream Of Me,album,0.491,0.154,-13.706,0.0839,0.916,0,0.163,0.36,95.261,187693,59545,247837187,TRUE,77697205,0.026836846082794526,3.694684692249559e-4,Sad/Melancholic,0.075614,0,Unlicensed_unofficial
Laxmikant–Pyarelal,Dil Ke Dictionary Mashup(Remix By Chandra-Surya),single,0.451,0.791,-6.722,0.15,0.0327,0.00131,0.108,0.541,103.535,296941,56882,158439,TRUE,1581311,0.002724939348124187,1.2306177701206005e-4,Happy/Energetic,0.35674100000000003,7,Licensed_official
Steve Aoki,A LIGHT THAT NEVER COMES,album,0.687,0.871,-5.531,0.0689,0.00225,0.00708,0.134,0.539,115,229439,38657798,91148816,TRUE,173639153.5,0.00926840168185472,3.264283185503737e-4,Happy/Energetic,0.598377,0,Licensed_official
R. D. Burman,"Roj Roj Aankhon Tale (From ""Jeeva"")",album,0.467,0.451,-8.15,0.0287,0.88,2.8e-4,0.187,0.351,86.036,479687,13897377,3157397,TRUE,2521166,0.005579038404153532,2.678922792408956e-4,Sad/Melancholic,0.21061700000000003,0,Licensed_official
