Artist,Track,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Views,Stream,Has_youtube,Artist_LOO_stream,Likes_rate,Comments_rate,Mood_quadrant,Party_index,Key_factor,Licensed_video_combo
Kid Cudi,THE SCOTTS,single,0.716,0.537,-7.648,0.0514,0.233,0,0.157,0.28,129.979,165978,63305641,680687567,TRUE,230857582.5,0.02986201498220356,8.327377966206834e-4,Anger/Unpleasant,0.384492,0,Licensed_official
Jack Johnson,Roll Me Up and Smoke Me When I Die - Live,compilation,0.427,0.813,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,134267,8726119,9999321,TRUE,143011208.5,0.006680174771854475,1.900042848372799e-4,Anger/Unpleasant,0.347151,0,Licensed_official
Vince Gill,When I Call Your Name,album,0.506,0.11,-17.615,0.0307,0.35,0.00144,0.139,0.208,70.554,255133,43868059,21200106,TRUE,17483508.5,0.004679919847832793,2.0454517944365854e-4,Sad/Melancholic,0.05566,5,Licensed_official
Heroes Del Silencio,Deshacer el mundo,album,0.424,0.912,-3.074,0.0537,0.0124,0,0.126,0.464,145.412,287640,9231146,17215763,TRUE,63088356,0.004428919226280247,5.8605941234165294e-5,Anger/Unpleasant,0.386688,2,Licensed_official
Lata Mangeshkar,Pyar Kar,album,0.629,0.523,-11.134,0.0362,0.519,5.02e-4,0.416,0.645,88.077,405029,40079691,4800245,TRUE,11295403,0.004027950215484446,1.1090404863650271e-4,Happy/Energetic,0.328967,7,Licensed_official
Aleks Syntek,Sexo Pudor Y Lágrimas,album,0.63,0.485,-7.249,0.0309,0.891,1.57e-6,0.154,0.501,147.855,236867,33409630,73666671,TRUE,45482976,0.004155927497550856,1.8210318402209184e-4,Calm/Relaxing,0.30555,8,Licensed_official
George Frideric Handel,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)",album,0.253,0.0272,-31.271,0.0431,0.993,0.916,0.0979,0.125,68.211,268000,232206,11714445,TRUE,4810941,0.012966934532268761,6.201390144957495e-4,Sad/Melancholic,0.0068816,5,Licensed_official
Mindless Self Indulgence,Shut Me Up,album,0.589,0.797,-4.213,0.173,6.73e-4,0,0.0246,0.787,174.039,168533,9350393,61858263,TRUE,20608798,0.014537677721139635,8.300185885234985e-4,Happy/Energetic,0.469433,1,Unlicensed_unofficial
Gazo,MAUVAIS 2X (feat. Ninho),single,0.736,0.666,-7.851,0.255,0.36,0,0.0881,0.744,138.656,240373,28923285,51663165,TRUE,37777290,0.008135486684863079,1.2114806461299261e-4,Happy/Energetic,0.490176,0,Unlicensed_unofficial
Luke Combs,She Got the Best of Me,album,0.533,0.907,-3.793,0.0406,0.0292,0,0.386,0.7,150.99,183160,182302588,356651279,TRUE,453121459.5,0.0033804347308552746,5.6345881387048656e-5,Happy/Energetic,0.48343100000000006,11,Licensed_official
Alanis Morissette,You Learn - 2015 Remaster,album,0.401,0.706,-7.554,0.0404,0.00415,0,0.0916,0.458,168.669,239640,29994629,52629566,TRUE,71628265,0.005385764231322881,1.895339328917854e-4,Anger/Unpleasant,0.283106,8,Licensed_official
Sufjan Stevens,Should Have Known Better,album,0.493,0.171,-20.696,0.0317,0.98,0.263,0.126,0.296,90.928,307698,18188095,111668452,TRUE,73027377,0.008900932175689647,2.4230135151592292e-4,Sad/Melancholic,0.084303,7,Licensed_official
Barbra Streisand,Memory,album,0.185,0.24,-14.889,0.0399,0.415,7e-4,0.105,0.11,79.471,235160,24216375,35568373,TRUE,58159152.5,0.009765293112614915,3.1643877335067695e-4,Sad/Melancholic,0.044399999999999995,10,Licensed_official
Julio Jaramillo,Devuelveme El Corazon,album,0.788,0.263,-11.808,0.0756,0.707,1.94e-6,0.152,0.521,100.898,178907,382918,2106873,TRUE,24900968.5,0.0071712481523459335,2.402603168302352e-4,Calm/Relaxing,0.207244,5,Unlicensed_unofficial
Carlos Rivera,Un Viaje a Todas Partes - Versión Acústica,single,0.588,0.554,-9.355,0.0349,0.697,0,0.132,0.494,87.123,210000,4002656,3027965,TRUE,98852675,0.014793676998473015,8.137096967613505e-4,Anger/Unpleasant,0.325752,11,Licensed_official
Shweta Mohan,Pileche,single,0.567,0.603,-7.5,0.0402,0.345,0,0.252,0.481,101.005,340907,176059,5572721,TRUE,9453704,0.015614083915051204,2.3855639302733744e-4,Anger/Unpleasant,0.34190099999999995,7,Licensed_official
Vybz Kartel,Fever,album,0.891,0.62,-7.463,0.244,0.139,1.61e-5,0.0805,0.404,98.094,204500,27956567,74436164,TRUE,11723007,0.006756587817094996,0.00025274920200323595,Anger/Unpleasant,0.55242,7,Licensed_official
Orelsan,L'odeur de l'essence,album,0.635,0.758,-8.079,0.153,0.0667,0,0.298,0.291,59.974,282475,24346958,39039720,TRUE,51280845.5,0.020383121373930984,0.001403789335817641,Anger/Unpleasant,0.48133000000000004,1,Licensed_official
Teto,Balazul,single,0.843,0.458,-7.428,0.166,0.31,0,0.14,0.772,110.077,202909,19262066,50419969,TRUE,73296108.5,0.019337126142128264,5.730434108158492e-4,Calm/Relaxing,0.386094,5,Unlicensed_unofficial
Salim–Sulaiman,Aaja Nachle,album,0.771,0.878,-6.879,0.177,0.417,6.32e-5,0.332,0.84,120.003,305162,4304145,9494302,TRUE,9086433,0.005827870575921583,1.4637053352059467e-4,Happy/Energetic,0.676938,3,Licensed_official
YoungBoy Never Broke Again,Nevada,album,0.777,0.59,-8.741,0.286,0.397,0,0.169,0.238,147.978,155738,3013228,96988210,TRUE,39080696,0.014454930061714546,1.9713078466017175e-4,Anger/Unpleasant,0.45843,0,Unlicensed_unofficial
Banda Machos,La culebra,album,0.868,0.879,-7.566,0.0787,0.614,2.94e-6,0.0311,0.952,140.422,188707,1785856,43540873,TRUE,23028806,0.004351414671731652,2.234222692087156e-4,Happy/Energetic,0.762972,7,Licensed_official
Yo Yo Honey Singh,Paris Ka Trip,single,0.814,0.723,-5.638,0.235,0.178,0,0.0445,0.768,74.981,196430,46414692,9817017,TRUE,29956356,0.023298829603350595,0.0012793578378156641,Happy/Energetic,0.588522,7,Licensed_official
Crowded House,Weather With You,album,0.643,0.614,-12.878,0.0279,0.25,7.17e-6,0.214,0.891,93.982,224467,11179637,158618084,TRUE,29738108,0.005486045745492452,2.2254747627315627e-4,Happy/Energetic,0.394802,2,Licensed_official
Aitana,CORAZÓN SIN VIDA,album,0.377,0.584,-4.011,0.0495,0.153,0,0.0662,0.444,91.671,181201,53106534,77568225,TRUE,102347451,0.010089718903515715,3.132006317716008e-4,Anger/Unpleasant,0.22016799999999997,2,Licensed_official
Marisa Monte,Ainda Lembro,album,0.531,0.405,-13.66,0.0346,0.747,0,0.0643,0.6,163.757,250187,9614638,16006000,TRUE,33644162,0.004603189428452741,1.4529928219866417e-4,Calm/Relaxing,0.21505500000000002,9,Unlicensed_unofficial
Nakash Aziz,"Ra Ra Rakkamma (From ""Vikrant Rona"")",single,0.832,0.962,-5.859,0.0959,0.517,0.00239,0.0857,0.359,130.006,218418,48836788,17554316,TRUE,7901982.5,0.008143553585055594,9.25327030106894e-5,Anger/Unpleasant,0.800384,7,Licensed_official
RÜFÜS DU SOL,Sundream,album,0.686,0.712,-7.58,0.0383,0.049,0.0042,0.368,0.247,121.966,275493,9383691,81260564,TRUE,70961988,0.008507739651699955,8.855790328134207e-5,Anger/Unpleasant,0.48843200000000003,5,Licensed_official
Imagine Dragons,Whatever It Takes,album,0.672,0.655,-5.021,0.0311,0.0362,0,0.117,0.556,134.945,201240,857708036,968589615,TRUE,1008500196,0.006185976786161299,1.3183740300178322e-4,Happy/Energetic,0.44016000000000005,10,Licensed_official
Sachin-Jigar,"Apna Bana Le (From ""Bhediya"")",single,0.586,0.562,-7.399,0.0267,0.803,5.52e-6,0.063,0.436,93.982,261702,97851672,78428787,TRUE,55399812,0.011613046325871672,1.5363048676368045e-4,Anger/Unpleasant,0.329332,9,Licensed_official
Julión Álvarez y su Norteño Banda,Fuentes De Ortiz,album,0.825,0.481,-6.404,0.0372,0.392,0,0.0971,0.961,119.985,213333,27822141,29915523,TRUE,78517888,0.004960905057594237,4.2699805165964764e-5,Calm/Relaxing,0.396825,10,Unlicensed_unofficial
"Tito ""El Bambino""",A Que No Te Atreves,album,0.772,0.796,-5.205,0.0755,0.27,0,0.307,0.804,89.993,186760,101545126,58576484,TRUE,47698878,0.005239965924115354,8.40611493258672e-5,Happy/Energetic,0.6145120000000001,0,Unlicensed_official
Armaan Malik,Naina,single,0.495,0.556,-7.49,0.041,0.638,0,0.123,0.366,159.996,225569,44000799,23303838,TRUE,49852433,0.00761642987437569,7.949855637848758e-5,Anger/Unpleasant,0.27522,3,Licensed_official
Wesley Safadão,Pega o Guanabara - Ao Vivo,album,0.749,0.881,-3.625,0.0492,0.657,0,0.951,0.959,103.935,178765,47995877,14894881,TRUE,31819489.5,0.005217989870254897,7.58190125372644e-5,Happy/Energetic,0.659869,11,Licensed_official
Zeca Pagodinho,Água Da Minha Sede,album,0.684,0.697,-6.702,0.0736,0.444,0,0.486,0.521,104.968,248493,8885145,7570771,TRUE,13324865.5,0.0045749394072916085,1.2335195430125226e-4,Happy/Energetic,0.476748,7,Licensed_official
A.R. Rahman,Jashn-E-Bahaaraa,album,0.7,0.343,-10.474,0.0308,0.767,0,0.0789,0.488,137.864,315173,17107007,64456952,TRUE,50277324,0.018864959837802137,2.190915102799689e-4,Sad/Melancholic,0.2401,2,Licensed_official
Salim–Sulaiman,Aadat Se Majboor,album,0.836,0.629,-7.812,0.0788,0.359,3.01e-5,0.101,0.801,115.048,277760,99672,8037914,TRUE,9412000,0.01836022152660727,4.414479492736175e-4,Happy/Energetic,0.525844,9,Licensed_official
Cardenales De Nuevo León,Necesito Decírtelo,album,0.8,0.556,-8.158,0.0477,0.461,1.4e-6,0.0656,0.847,99.176,209613,93129507,48070288,TRUE,48805946,0.0030774349530272934,3.306148716109922e-5,Happy/Energetic,0.4448000000000001,3,Licensed_official
Eyedress,Jealous,single,0.474,0.921,-10.431,0.0457,0.00491,0.85,0.476,0.696,93.01,122339,41643830,397464720,TRUE,15755719,0.023659759440954397,4.6463065476926593e-4,Happy/Energetic,0.436554,9,Unlicensed_official
Kenny Chesney,Knowing You,album,0.557,0.565,-6.12,0.026,0.229,3.9e-6,0.119,0.187,125.956,226267,17956342,51440441,TRUE,90136688.5,0.006194357403083546,4.465831626508339e-4,Anger/Unpleasant,0.314705,7,Licensed_official
Pepe Aguilar,¿Será Prudente?,single,0.562,0.483,-5.878,0.0316,0.192,0,0.0855,0.652,86.101,226906,9331004,5325404,TRUE,54748976,0.007670557209063462,1.1660052873195639e-4,Calm/Relaxing,0.271446,7,Licensed_official
Trey Songz,Bottoms Up (feat. Nicki Minaj),album,0.844,0.601,-5.283,0.157,0.0205,0,0.385,0.331,73.989,242013,130993957,239410635,TRUE,114858969,0.005265525340226191,3.156328806831906e-4,Anger/Unpleasant,0.5072439999999999,1,Licensed_official
Los Fabulosos Cadillacs,Padre Nuestro,album,0.647,0.602,-5.563,0.0895,0.0754,0,0.132,0.715,84.94,272640,42518029,44834861,TRUE,141022900,0.0038026456964879536,1.0240361800402366e-4,Happy/Energetic,0.389494,4,Licensed_official
Gloria Trevi,Dr. Psiquiatra,album,0.944,0.623,-11.456,0.112,0.157,0.023,0.292,0.651,131.034,221600,14725678,52608089,TRUE,71150698.5,0.004061680555557442,1.8735979423154574e-4,Happy/Energetic,0.588112,0,Unlicensed_unofficial
Manuel Turizo,Una Vaina Loca,single,0.811,0.588,-3.161,0.0464,0.128,4e-4,0.0929,0.553,107.022,226187,1058838468,165747529,TRUE,483115913,0.003538624741389732,8.947729315025227e-5,Happy/Energetic,0.476868,1,Licensed_official
Leo Santana,Contatinho - Ao Vivo,single,0.787,0.934,-5.136,0.0773,0.223,1.87e-5,0.951,0.813,152.018,173230,278970821,120214676,TRUE,2513932,0.006589058287210618,1.2020612005153041e-4,Happy/Energetic,0.7350580000000001,10,Licensed_official
Bonez MC,Palmen aus Plastik,compilation,0.645,0.67,-7.074,0.0538,0.0106,0.00165,0.292,0.323,104.85,184996,664016,153343579,TRUE,21703994,0.006022445242283319,0,Anger/Unpleasant,0.43215000000000003,9,Licensed_official
Allman Brothers Band,Ain't Wastin' Time No More,album,0.453,0.607,-13.4,0.0345,0.337,0.0237,0.0998,0.724,91.468,221891,13235,32750604,TRUE,52867346,0.021307140158670194,0.001511144692104269,Happy/Energetic,0.274971,3,Licensed_official
Gilberto Santa Rosa,Un Montón de Estrellas,album,0.796,0.766,-5.227,0.035,0.392,0,0.0678,0.945,91.767,273880,2973102,39255044,TRUE,92068233,0.005876354057143011,7.803297700516162e-5,Happy/Energetic,0.6097360000000001,5,Licensed_official
SZA,Nobody Gets Me,album,0.358,0.284,-8.285,0.0285,0.805,0,0.183,0.276,99.796,180853,8206149,122981063,TRUE,94219850,0.02674567571220069,4.490535085336618e-4,Sad/Melancholic,0.10167199999999998,7,Licensed_official
Boyz II Men,One Sweet Day,album,0.568,0.495,-8.964,0.0299,0.353,0,0.0839,0.303,128.234,281067,283505590,149580844,TRUE,53433226.5,0.004157833360534443,1.587411380495178e-4,Sad/Melancholic,0.28115999999999997,1,Licensed_official
Aaron Smith,Don't You Know - Live Bass Mix,single,0.71,0.77,-4.839,0.189,0.181,0.00629,0.685,0.462,129.025,513954,107256536,164189570.5,TRUE,2660987,0.027850470576450466,8.381120941664571e-4,Anger/Unpleasant,0.5467,6,Licensed_official
Robin Thicke,Morning Sun,single,0.551,0.954,-5.516,0.0419,0.113,0.0012,0.191,0.964,171.975,210027,2754239,21709741,TRUE,10314013,0.007992407340103745,2.9191366471827606e-4,Happy/Energetic,0.5256540000000001,1,Licensed_official
K.Flay,FML,single,0.534,0.633,-9.21,0.134,0.00456,3.11e-4,0.129,0.341,94.921,207724,7308090,23309921,TRUE,38491564,0.013775692417581064,2.965207051363626e-4,Anger/Unpleasant,0.33802200000000004,4,Licensed_official
Massive Attack,Black Milk,album,0.56,0.455,-11.221,0.0304,0.00575,0.757,0.219,0.44,168.081,381667,2112109,23381114,TRUE,38205484,0.008838558994824604,2.8360278754552916e-4,Sad/Melancholic,0.2548,1,Unlicensed_unofficial
Ratatat,Loud Pipes,album,0.718,0.703,-7.16,0.0382,0.108,0.817,0.208,0.849,87.974,226533,4772663,72775854,TRUE,10253593,0.015248719635138706,1.0518236883685271e-4,Happy/Energetic,0.5047539999999999,7,Licensed_official
Tim McGraw,Where The Green Grass Grows,album,0.479,0.698,-7.914,0.0277,0.198,0,0.126,0.673,159.699,201600,52945,96030260,TRUE,125947401.5,0.010539238832750968,6.421758428557938e-4,Happy/Energetic,0.334342,7,Unlicensed_unofficial
Lil Baby,California Breeze,album,0.738,0.666,-6.97,0.455,0.00361,0,0.107,0.215,161.734,177789,35718313,50263978,TRUE,381995040,0.007365493437498014,1.8052364343187205e-4,Anger/Unpleasant,0.491508,5,Licensed_official
Paulo Londra,A Veces (feat. Feid),album,0.801,0.629,-5.213,0.0615,0.0617,0,0.0702,0.835,92.012,191187,21435184,48187868,TRUE,319439479.5,0.03230716377335506,7.936484240116624e-4,Happy/Energetic,0.5038290000000001,1,Licensed_official
Blur,Beetlebum - 2012 Remaster,album,0.542,0.627,-7.105,0.0243,0.0794,5.17e-4,0.277,0.814,89.734,305213,17802250,46040294,TRUE,68028435,0.0082276116782990915,4.0893707256105266e-4,Happy/Energetic,0.339834,0,Licensed_official
Tiësto,Jackie Chan,album,0.747,0.833,-2.867,0.045,0.374,0,0.0586,0.687,128.008,215760,52275235,782756255,TRUE,112837827.5,0.009962882041563276,2.2523093392119614e-4,Happy/Energetic,0.622251,3,Licensed_official
Grupo Firme,El Tóxico,single,0.626,0.503,-5.087,0.141,0.407,0,0.234,0.821,72.985,179746,459632769,276200279,TRUE,120338654,0.0038865962578921347,4.949386017340291e-5,Happy/Energetic,0.314878,10,Licensed_official
Sfera Ebbasta,X CASO (feat. Sfera Ebbasta),album,0.781,0.464,-6.88,0.0443,0.334,0,0.138,0.322,100.021,215422,5474304,10930441,TRUE,60708350.5,0.008296214459408905,1.612990436775159e-4,Sad/Melancholic,0.36238400000000004,10,Licensed_official
Damso,N. J Respect R,album,0.75,0.432,-8.06,0.0855,0.452,5.13e-4,0.107,0.276,127.056,217320,100642956,82393955,TRUE,86264406.5,0.00501109089045437,1.2510562587211767e-4,Sad/Melancholic,0.324,6,Licensed_official
Racionais MC's,Diário de um Detento,album,0.903,0.526,-10.069,0.334,0.603,0,0.0973,0.766,87.005,451000,1078137,59480226,TRUE,65114537.5,0.008056490037907984,0,Happy/Energetic,0.474978,10,Unlicensed_unofficial
Kizzy,Talismã,album,0.513,0.576,-6.14,0.0495,0.0888,0,0.0974,0.139,120.122,180000,323671,519872,TRUE,1156384,0.04603748868449753,0.0010535389330523896,Anger/Unpleasant,0.295488,1,Licensed_official
Melanie Martinez,"Tag, You're It",album,0.559,0.835,-5.555,0.0424,0.24,0.019,0.185,0.382,114.908,189027,141784829,185265034,TRUE,299035554,0.016278814992258445,1.6289146647714301e-4,Anger/Unpleasant,0.46676500000000004,5,Licensed_official
Nicki Nicole,Otra Noche,album,0.607,0.715,-4.135,0.0397,0.378,0,0.0433,0.683,92.026,199267,185040745,132727078,TRUE,120720746,0.005348222090221264,9.263905633324164e-5,Happy/Energetic,0.434005,8,Licensed_official
Reik,Si Me Dices Que Sí,single,0.578,0.634,-5.979,0.333,0.00473,0,0.132,0.216,183.89,211652,129180427,290126900,TRUE,381925404,0.006945634263927615,1.0238393158431037e-4,Anger/Unpleasant,0.366452,8,Licensed_official
Die Kita-Frösche,"Guten Abend, gut' Nacht",album,0.629,0.214,-11.529,0.0285,0.958,0.00183,0.098,0.296,83.882,168829,2026852,17032776,TRUE,20283174,0.0041902418134131154,0,Sad/Melancholic,0.134606,9,Licensed_official
Novo Amor,Euphor,album,0.296,0.284,-14.01,0.033,0.968,0.189,0.0961,0.0917,114.786,243467,915286,46479067,TRUE,58915397,0.02909254593646139,3.4633983257692134e-4,Sad/Melancholic,0.08406399999999999,10,Unlicensed_official
Mi Banda El Mexicano,Quién Piensa En Ti,album,0.767,0.775,-7.92,0.0303,0.318,0,0.277,0.959,145.1,211058,12946679,11438596,TRUE,30078586.5,0.0046922457875104495,2.564364189457389e-4,Happy/Energetic,0.594425,4,Unlicensed_unofficial
Passenger,The Way That I Love You,album,0.507,0.299,-12.728,0.0344,0.781,4.79e-6,0.126,0.441,120.794,159413,8877975,38103223,TRUE,59075338.5,0.02109197198685511,3.5255787496585653e-4,Sad/Melancholic,0.151593,1,Licensed_official
Timmy Trumpet,Freaks - Radio Edit,single,0.882,0.965,-0.818,0.13,0.0136,0.388,0.206,0.759,128.129,169160,90038117,93110684,TRUE,40847768,0.007551424026337646,1.592658806936178e-4,Happy/Energetic,0.8511299999999999,4,Unlicensed_unofficial
Diljit Dosanjh,Peaches,single,0.663,0.478,-7.265,0.185,0.095,0,0.0705,0.341,85.264,189176,49494049,32232390,TRUE,46958582.5,0.009771417165728349,1.890530314058565e-4,Sad/Melancholic,0.31691400000000003,4,Licensed_official
Mikky Ekko,We Must Be Killers,single,0.549,0.274,-12.105,0.0305,0.469,2.04e-6,0.101,0.0724,123.998,199200,1487009,6431025,TRUE,10245000.5,0.012709405255785271,6.630760136623248e-4,Sad/Melancholic,0.15042600000000003,4,Unlicensed_unofficial
Kid Ink,Main Chick (feat. Chris Brown),album,0.775,0.496,-5.652,0.0354,0.0393,0,0.526,0.204,95.072,197813,58072164,116162624,TRUE,148275184,0.006029394737210069,1.115853027278267e-4,Sad/Melancholic,0.3844,10,Licensed_official
Janelle Monáe,Primetime (feat. Miguel),album,0.667,0.465,-8.096,0.0339,0.0426,0.00649,0.465,0.34,123.883,280080,21752207,38179842,TRUE,39871878,0.00915828908763143,3.144048785486457e-4,Sad/Melancholic,0.310155,8,Licensed_official
LX,Optimal,album,0.527,0.714,-5.79,0.416,0.209,0,0.265,0.595,148.968,161840,59973709,47506073,TRUE,29837212,0.006783739188116579,2.328853798253498e-4,Happy/Energetic,0.376278,10,Licensed_official
Charles Ans,Los No Tan Tristes,album,0.603,0.508,-9.437,0.217,0.114,0,0.14,0.301,86.723,246001,37287946,48843290,TRUE,28464040,0.011907520998877224,2.68558638225876e-4,Anger/Unpleasant,0.306324,2,Licensed_official
Eladio Carrion,Me Gustas Natural,album,0.721,0.426,-7.473,0.11,0.859,2.16e-4,0.111,0.451,127.083,170079,18223678,115035998,TRUE,126761188,0.013728567855511933,1.405863294994567e-4,Sad/Melancholic,0.307146,0,Licensed_official
Julia Michaels,Heaven,compilation,0.554,0.371,-9.104,0.0361,0.855,0,0.0838,0.245,199.828,191813,97041975,467011916,TRUE,286905014,0.010908825794198851,1.5052249297275742e-4,Sad/Melancholic,0.20553400000000002,7,Licensed_official
Majestic,Words (feat. Zara Larsson) [Majestic Remix],single,0.745,0.8,-6.373,0.0342,0.0455,3.31e-4,0.0774,0.206,124.004,204187,121880,2993229,TRUE,7366083.5,0.034771906793567446,7.958647850344601e-4,Anger/Unpleasant,0.596,10,Licensed_official
sped up nightcore,Gangsta (Kehlani) - Sped Up Version,single,0.558,0.45,-10.806,0.08,0.133,2.42e-5,0.282,0.252,81.16,132137,88104,7758362,TRUE,9781573.5,0.024686733859983656,6.810133478616181e-5,Sad/Melancholic,0.25110000000000005,11,Licensed_official
JID,Kody Blu 31,album,0.559,0.719,-7.897,0.156,0.149,4.2e-6,0.46,0.532,76.184,224630,1639943,12443346,TRUE,115119538.5,0.03587807625021114,0.0012347990143559869,Happy/Energetic,0.40192100000000003,4,Unlicensed_official
Joe Cocker,You Are So Beautiful,album,0.297,0.182,-10.944,0.0298,0.846,0.00267,0.134,0.092,83.391,159640,36594933,162383972,TRUE,50601118,0.003958854085072378,1.9920790673397324e-4,Sad/Melancholic,0.054054,1,Unlicensed_unofficial
MAX,Burn It (feat. MAX),album,0.658,0.776,-7.088,0.0493,0.012,2.1e-6,0.272,0.336,114.044,192107,1054438,55685184,TRUE,93200868.5,0.1785254325052777,0.0030063408185213355,Anger/Unpleasant,0.5106080000000001,6,Unlicensed_official
Roberto Carlos,Cóncavo y Convexo (O Côncavo e o Convexo),album,0.644,0.288,-12.486,0.0297,0.794,1.08e-4,0.108,0.572,93.522,186373,991651,11320836,TRUE,42795340,0.014389134887173008,7.825333711154428e-4,Calm/Relaxing,0.185472,0,Licensed_official
Lin-Manuel Miranda,"Aaron Burr, Sir",album,0.646,0.439,-10.837,0.818,0.272,0,0.0945,0.528,160.387,156631,487404,180370913,TRUE,178363460,0.018969889455154244,7.611755340538855e-4,Calm/Relaxing,0.283594,7,Unlicensed_unofficial
DJ Luian,La Ocasión,single,0.739,0.627,-6.063,0.128,0.293,0,0.477,0.251,134.045,336149,793263116,229626806,TRUE,289385046.5,0.004279274973878907,1.482269850045568e-4,Anger/Unpleasant,0.463353,9,Licensed_official
Bacilos,Guerras perdidas,album,0.553,0.751,-7.417,0.0932,0.341,0,0.275,0.721,81.93,225533,8269905,14615451,TRUE,60872304,0.00380064825412142,1.4075131455560855e-4,Happy/Energetic,0.41530300000000003,1,Licensed_official
